project_id,final_status
kkst429435385,0
kkst989529032,0
kkst120495573,0
kkst147878966,0
kkst1184288188,0
kkst1491068756,0
kkst1764127993,0
kkst1498609518,0
kkst1531670610,0
kkst463678047,0
kkst1355706875,0
kkst37178812,0
kkst1160353042,0
kkst2058028262,0
kkst1984444511,0
kkst810148847,0
kkst2029494182,0
kkst1572384789,0
kkst1970360707,0
kkst1836198858,0
kkst1864428863,0
kkst317944219,0
kkst1815440256,0
kkst1298758763,0
kkst1521563099,0
kkst299545222,0
kkst1533000527,0
kkst2063287995,0
kkst374082712,0
kkst986640971,0
kkst868637018,0
kkst1196941957,0
kkst265032114,0
kkst407532955,0
kkst1619077750,0
kkst2080360263,0
kkst1198130855,0
kkst1549874557,0
kkst1980538121,0
kkst223055235,0
kkst631418100,0
kkst2052588320,0
kkst1288077258,0
kkst1785242299,0
kkst819919509,0
kkst994449780,0
kkst2086523029,0
kkst1053681856,0
kkst182293530,0
kkst526615189,0
kkst2142257643,0
kkst632990495,0
kkst1607616607,0
kkst417394991,0
kkst1059548094,0
kkst68806483,0
kkst1967357486,0
kkst1841154411,0
kkst1508847683,0
kkst141648098,0
kkst2102850678,0
kkst1360488984,0
kkst908159642,0
kkst548148954,0
kkst688115393,0
kkst1424542550,0
kkst438735835,0
kkst1143045140,0
kkst478238594,0
kkst1070472059,0
kkst137092311,0
kkst1050834102,0
kkst566855580,0
kkst1819549003,0
kkst2110439764,0
kkst1488295290,0
kkst1313755903,0
kkst769741700,0
kkst256380491,0
kkst823710394,0
kkst1442729949,0
kkst597348520,0
kkst90520086,0
kkst1169127599,0
kkst1810019813,0
kkst84625770,0
kkst1225773398,0
kkst1270824242,0
kkst1749169194,0
kkst1806306724,0
kkst1120318522,0
kkst1928718515,0
kkst1923557224,0
kkst1514665998,0
kkst279176077,0
kkst1286118838,0
kkst1738992780,0
kkst962113239,0
kkst1281146964,0
kkst1619032323,0
kkst1853862158,0
kkst1897859561,0
kkst1491345085,0
kkst1120998593,0
kkst1311879981,0
kkst245402926,0
kkst1305778135,0
kkst1942730136,0
kkst1990286501,0
kkst1250222369,0
kkst1833596901,0
kkst1160860522,0
kkst1735556819,0
kkst1574614183,0
kkst1170310497,0
kkst1417070483,0
kkst352828921,0
kkst1295665335,0
kkst1374453111,0
kkst1597495342,0
kkst78222839,0
kkst2005646014,0
kkst818404078,0
kkst2078000934,0
kkst46500882,0
kkst619102208,0
kkst240882274,0
kkst904996877,0
kkst1103393666,0
kkst53629954,0
kkst1092691760,0
kkst1730689956,0
kkst928355816,0
kkst1822615388,0
kkst1952103891,0
kkst778210900,0
kkst1242809496,0
kkst899839660,0
kkst709421461,0
kkst1425019954,0
kkst299983556,0
kkst1917523166,0
kkst1880174712,0
kkst1193655814,0
kkst1813243756,0
kkst1940626016,0
kkst1303671471,0
kkst53242768,0
kkst568967160,0
kkst880806849,0
kkst1129912195,0
kkst1691759829,0
kkst724587075,0
kkst2065209358,0
kkst1137423297,0
kkst1026637861,0
kkst804768258,0
kkst637344317,0
kkst267982169,0
kkst649504683,0
kkst310361218,0
kkst1021350302,0
kkst1524684543,0
kkst524114455,0
kkst2072703540,0
kkst82588690,0
kkst774882485,0
kkst1690516981,0
kkst958225997,0
kkst823966939,0
kkst814182916,0
kkst1492244248,0
kkst1186258140,0
kkst292316405,0
kkst405807147,0
kkst1638581599,0
kkst822290618,0
kkst604002501,0
kkst405189867,0
kkst154350084,0
kkst896975107,0
kkst1561623330,0
kkst1248550974,0
kkst2085605249,0
kkst1539659341,0
kkst1674871716,0
kkst2059462123,0
kkst1787421750,0
kkst252788241,0
kkst505904227,0
kkst188870386,0
kkst903748950,0
kkst909248984,0
kkst589005204,0
kkst522811612,0
kkst1625497895,0
kkst826157240,0
kkst1459210691,0
kkst1304300055,0
kkst1596561958,0
kkst191237792,0
kkst1606434176,0
kkst1906884623,0
kkst1891449536,0
kkst2114901164,0
kkst803794740,0
kkst1130179591,0
kkst1556869125,0
kkst650278338,0
kkst1997656293,0
kkst377728530,0
kkst1322306395,0
kkst1564632279,0
kkst1452075049,0
kkst1161531467,0
kkst519961128,0
kkst467509180,0
kkst97035218,0
kkst1049391050,0
kkst504117331,0
kkst1424434875,0
kkst634737497,0
kkst838996538,0
kkst1114862215,0
kkst155142926,0
kkst1670317710,0
kkst280043516,0
kkst203810714,0
kkst1606909078,0
kkst2042321390,0
kkst1043320094,0
kkst77375306,0
kkst1703054925,0
kkst852816284,0
kkst856669978,0
kkst595049839,0
kkst2019118918,0
kkst1331776423,0
kkst1768386885,0
kkst1879698932,0
kkst393726242,0
kkst89201008,0
kkst9436356,0
kkst1892868256,0
kkst123813695,0
kkst383898210,0
kkst1064261982,0
kkst1414009277,0
kkst886642343,0
kkst2095587014,0
kkst957726958,0
kkst759035214,0
kkst1924216527,0
kkst1173551897,0
kkst623222560,0
kkst965681281,0
kkst197959934,0
kkst65636226,0
kkst2125163560,0
kkst660001744,0
kkst514013734,0
kkst1925977612,0
kkst1742520624,0
kkst111842099,0
kkst1128080726,0
kkst1860255509,0
kkst946480141,0
kkst1568079226,0
kkst288272978,0
kkst1668822033,0
kkst1172027560,0
kkst210697106,0
kkst359079509,0
kkst557456062,0
kkst739410155,0
kkst379813156,0
kkst1813115102,0
kkst1797842755,0
kkst1787477604,0
kkst940723177,0
kkst1688248318,0
kkst537109277,0
kkst1136611298,0
kkst1249672617,0
kkst806201402,0
kkst2124578983,0
kkst1577165321,0
kkst1841228874,0
kkst1074869105,0
kkst1092209850,0
kkst1050623896,0
kkst786953331,0
kkst1470557525,0
kkst1301601028,0
kkst1694624891,0
kkst1652418115,0
kkst446515551,0
kkst1958016564,0
kkst1469738318,0
kkst1682014629,0
kkst1621428647,0
kkst1208958357,0
kkst134557359,0
kkst269783240,0
kkst1371982434,0
kkst751266239,0
kkst1792297797,0
kkst2071009234,0
kkst2086947194,0
kkst1515145053,0
kkst1728024141,0
kkst1739255628,0
kkst613042513,0
kkst244850265,0
kkst962060881,0
kkst905894083,0
kkst1757767164,0
kkst1493155846,0
kkst1917955452,0
kkst1290718022,0
kkst322902341,0
kkst1459294285,0
kkst2029674510,0
kkst564066264,0
kkst1662837099,0
kkst1370959560,0
kkst2054975704,0
kkst904677351,0
kkst377077273,0
kkst378547053,0
kkst172088720,0
kkst66641847,0
kkst1039861781,0
kkst710125339,0
kkst1141588211,0
kkst1260936988,0
kkst879891776,0
kkst1351957291,0
kkst1548465827,0
kkst1126795384,0
kkst1738409854,0
kkst248389170,0
kkst683494494,0
kkst1175567957,0
kkst1099325742,0
kkst1102785021,0
kkst980620347,0
kkst1460470808,0
kkst1739989178,0
kkst1187624649,0
kkst1643407243,0
kkst170917259,0
kkst1472984950,0
kkst479546215,0
kkst707097178,0
kkst1165996708,0
kkst933433632,0
kkst1387674789,0
kkst1288056084,0
kkst714316364,0
kkst1653584329,0
kkst130722188,0
kkst1016755974,0
kkst166953314,0
kkst847667662,0
kkst626649281,0
kkst615186837,0
kkst75158444,0
kkst208533676,0
kkst1761308517,0
kkst1477540424,0
kkst1122688742,0
kkst877044300,0
kkst761203585,0
kkst131163056,0
kkst882814835,0
kkst2106838345,0
kkst2112678819,0
kkst128344633,0
kkst1704465138,0
kkst1880981595,0
kkst931498115,0
kkst1342708374,0
kkst858457698,0
kkst1288667897,0
kkst480550528,0
kkst1127296669,0
kkst1469238004,0
kkst1960506462,0
kkst1457203604,0
kkst1248679316,0
kkst183075220,0
kkst1996345038,0
kkst723768413,0
kkst554730851,0
kkst195019396,0
kkst498831212,0
kkst5039238,0
kkst223150143,0
kkst851703716,0
kkst1878439902,0
kkst252779682,0
kkst1970479106,0
kkst389493953,0
kkst1903394301,0
kkst801269303,0
kkst2097964074,0
kkst1497263665,0
kkst57827789,0
kkst917252205,0
kkst341449435,0
kkst1123380443,0
kkst968607742,0
kkst1061838326,0
kkst1063350845,0
kkst733638208,0
kkst176359994,0
kkst1106421909,0
kkst759934009,0
kkst1180579091,0
kkst1206900560,0
kkst1186254881,0
kkst1973799753,0
kkst185492981,0
kkst1959317811,0
kkst582524675,0
kkst485485698,0
kkst656864093,0
kkst34981712,0
kkst1493072397,0
kkst149348462,0
kkst585491644,0
kkst1392868748,0
kkst607196300,0
kkst16439104,0
kkst1749621308,0
kkst718786503,0
kkst840995822,0
kkst1959972315,0
kkst332631215,0
kkst2003229693,0
kkst1150453314,0
kkst1773858866,0
kkst1414599427,0
kkst2096827075,0
kkst703018152,0
kkst1841915302,0
kkst950713880,0
kkst1036602533,0
kkst1698268956,0
kkst163065165,0
kkst3961063,0
kkst1553769697,0
kkst481367535,0
kkst1262226772,0
kkst426936530,0
kkst275536473,0
kkst645084938,0
kkst1669874505,0
kkst190558808,0
kkst1642701270,0
kkst1864106542,0
kkst291323770,0
kkst1292368302,0
kkst1085496722,0
kkst1710467081,0
kkst1793829805,0
kkst426817116,0
kkst16261326,0
kkst1613126332,0
kkst233082304,0
kkst1457174581,0
kkst523976109,0
kkst98032618,0
kkst1629681562,0
kkst2118373236,0
kkst1723718078,0
kkst1584743718,0
kkst316933330,0
kkst489427250,0
kkst1440712774,0
kkst1519652767,0
kkst888098856,0
kkst336383340,0
kkst883502345,0
kkst263924895,0
kkst1506353504,0
kkst1227122258,0
kkst1576990159,0
kkst1157919149,0
kkst1345418019,0
kkst378547570,0
kkst1000197321,0
kkst1262608227,0
kkst521083531,0
kkst869361989,0
kkst491253529,0
kkst175597196,0
kkst678459791,0
kkst2074792069,0
kkst1218123833,0
kkst1017523928,0
kkst1703564183,0
kkst1003523631,0
kkst1436747808,0
kkst684853682,0
kkst186442159,0
kkst1972070202,0
kkst1867984549,0
kkst1207215188,0
kkst1449376528,0
kkst392754014,0
kkst386628540,0
kkst1393641313,0
kkst827711430,0
kkst2111256187,0
kkst1503684651,0
kkst663393662,0
kkst1457294864,0
kkst443631583,0
kkst1135497246,0
kkst296571077,0
kkst1381604065,0
kkst1822395400,0
kkst798661237,0
kkst1380796399,0
kkst139534454,0
kkst1950254053,0
kkst1221994544,0
kkst1377461977,0
kkst420533463,0
kkst1655961747,0
kkst1137126378,0
kkst745918916,0
kkst1253528325,0
kkst1929096738,0
kkst736155201,0
kkst416350001,0
kkst588892544,0
kkst1616240351,0
kkst1147414835,0
kkst967696728,0
kkst1251490373,0
kkst1880498943,0
kkst861289888,0
kkst91920382,0
kkst150035902,0
kkst1278736404,0
kkst1700129808,0
kkst153846103,0
kkst1476492873,0
kkst280159900,0
kkst355544943,0
kkst489330077,0
kkst1462138657,0
kkst723659232,0
kkst553987362,0
kkst1257279666,0
kkst1547601524,0
kkst749707811,0
kkst1764228919,0
kkst1354273269,0
kkst977282637,0
kkst203335951,0
kkst815521658,0
kkst1376269167,0
kkst1722782925,0
kkst748079686,0
kkst1277091319,0
kkst442557456,0
kkst1251735844,0
kkst2103504826,0
kkst709518480,0
kkst855345678,0
kkst580464470,0
kkst192531835,0
kkst360302883,0
kkst1500145962,0
kkst938479352,0
kkst1219323534,0
kkst21087626,0
kkst1543820687,0
kkst41386860,0
kkst2025364654,0
kkst805429869,0
kkst47731704,0
kkst1681474438,0
kkst1149760556,0
kkst3632698,0
kkst498992502,0
kkst1212982215,0
kkst912536506,0
kkst209362653,0
kkst1970480039,0
kkst2048783290,0
kkst1896016923,0
kkst2117354064,0
kkst1191250123,0
kkst614423419,0
kkst175137145,0
kkst1245277799,0
kkst694997213,0
kkst1157367062,0
kkst1978011888,0
kkst1644318415,0
kkst1886011097,0
kkst1425142887,0
kkst1912279543,0
kkst576939413,0
kkst2101580095,0
kkst1343402189,0
kkst215005513,0
kkst455963220,0
kkst179414996,0
kkst272173971,0
kkst1438577856,0
kkst1951533794,0
kkst1488192784,0
kkst1789609749,0
kkst1383768652,0
kkst364087693,0
kkst1378237574,0
kkst2083476341,0
kkst1577960322,0
kkst623510949,0
kkst2147021686,0
kkst1916045915,0
kkst1187449734,0
kkst941019972,0
kkst359921280,0
kkst627376068,0
kkst2143404563,0
kkst175891053,0
kkst1650369188,0
kkst1585607453,0
kkst1105188104,0
kkst1665292317,0
kkst369094761,0
kkst197692328,0
kkst1147714925,0
kkst1419047512,0
kkst1368611974,0
kkst397548690,0
kkst871030157,0
kkst521913525,0
kkst305171699,0
kkst547538932,0
kkst156234531,0
kkst1034660063,0
kkst1516323833,0
kkst1638907122,0
kkst1870841906,0
kkst1493691758,0
kkst68956415,0
kkst1643457925,0
kkst56335762,0
kkst927826039,0
kkst1671023327,0
kkst1308042455,0
kkst425555561,0
kkst260101237,0
kkst773098948,0
kkst490641402,0
kkst328652041,0
kkst1700299630,0
kkst793602493,0
kkst2116137153,0
kkst1253140680,0
kkst1287053984,0
kkst224410933,0
kkst682230249,0
kkst464440788,0
kkst2070337446,0
kkst1883540581,0
kkst1501511152,0
kkst1465159002,0
kkst701248262,0
kkst1725293274,0
kkst651120254,0
kkst2080949470,0
kkst736751312,0
kkst422963393,0
kkst97992764,0
kkst1658805847,0
kkst197223630,0
kkst2140987782,0
kkst1171611122,0
kkst810935069,0
kkst1230731960,0
kkst1037252958,0
kkst1295344273,0
kkst816602450,0
kkst1699106040,0
kkst1926169156,0
kkst683513906,0
kkst244310469,0
kkst1614728740,0
kkst240568313,0
kkst1056367445,0
kkst368680424,0
kkst561594448,0
kkst1382977670,0
kkst1088194850,0
kkst54455198,0
kkst993650216,0
kkst610401445,0
kkst858956157,0
kkst94822896,0
kkst196173829,0
kkst109106714,0
kkst1702089162,0
kkst671447967,0
kkst362774457,0
kkst26418972,0
kkst1727180874,0
kkst302938163,0
kkst1601682518,0
kkst985686383,0
kkst100904461,0
kkst1577784590,0
kkst102072039,0
kkst1432405365,0
kkst215790829,0
kkst977843898,0
kkst1070795697,0
kkst146247380,0
kkst1595939028,0
kkst1433778354,0
kkst143848217,0
kkst1956592820,0
kkst1141783868,0
kkst98789568,0
kkst1595762357,0
kkst821924835,0
kkst488395730,0
kkst1534524405,0
kkst217363178,0
kkst520659467,0
kkst396838953,0
kkst1577984871,0
kkst697255378,0
kkst1679591100,0
kkst1464113345,0
kkst1665115010,0
kkst692654861,0
kkst1394820199,0
kkst379046839,0
kkst1356059350,0
kkst694457978,0
kkst1621193925,0
kkst1713472394,0
kkst379578570,0
kkst1781788557,0
kkst1296068803,0
kkst2062765913,0
kkst258911996,0
kkst591671376,0
kkst1417211621,0
kkst1939301124,0
kkst1109011925,0
kkst245583739,0
kkst1409676878,0
kkst131276542,0
kkst171481308,0
kkst1377749985,0
kkst897129044,0
kkst489828359,0
kkst1520671396,0
kkst1560637001,0
kkst71439482,0
kkst1582677127,0
kkst1471969885,0
kkst869492319,0
kkst126848184,0
kkst1613215722,0
kkst715528614,0
kkst207021808,0
kkst933729576,0
kkst1938488666,0
kkst139821281,0
kkst1503605361,0
kkst22954941,0
kkst1769090495,0
kkst751888790,0
kkst1680075618,0
kkst232047175,0
kkst1071027898,0
kkst2110229979,0
kkst133845371,0
kkst500873202,0
kkst1930986245,0
kkst1640174369,0
kkst1248068859,0
kkst1263635261,0
kkst133568133,0
kkst1334772282,0
kkst812114072,0
kkst2132464074,0
kkst91867442,0
kkst1390821152,0
kkst1392068884,0
kkst1531362971,0
kkst572913917,0
kkst1996395185,0
kkst1355681280,0
kkst711163426,0
kkst1296982925,0
kkst1539974105,0
kkst1319913151,0
kkst346384806,0
kkst1643730489,0
kkst1681537386,0
kkst371196502,0
kkst199065382,0
kkst1569539864,0
kkst748677285,0
kkst183524705,0
kkst8143920,0
kkst627188577,0
kkst1197828730,0
kkst15847573,0
kkst1071936943,0
kkst1918714148,0
kkst1402229691,0
kkst1249083189,0
kkst2096232407,0
kkst1690279067,0
kkst1383706426,0
kkst1097420940,0
kkst1658803236,0
kkst1709688093,0
kkst1951693750,0
kkst1639592264,0
kkst1213712508,0
kkst1596420906,0
kkst768126168,0
kkst532223753,0
kkst109193604,0
kkst1668231618,0
kkst301529085,0
kkst1753391326,0
kkst2018060534,0
kkst2072361705,0
kkst1741417936,0
kkst1590122694,0
kkst1304785789,0
kkst1683101793,0
kkst1225976233,0
kkst788411951,0
kkst540488116,0
kkst820416993,0
kkst1052327618,0
kkst2067267019,0
kkst1855693527,0
kkst1934192361,0
kkst1816618202,0
kkst887517629,0
kkst1052235870,0
kkst745230301,0
kkst1106744612,0
kkst1892426427,0
kkst674601154,0
kkst1584060875,0
kkst1479901419,0
kkst2042531145,0
kkst176958419,0
kkst2094808628,0
kkst882683609,0
kkst1312331512,0
kkst1366181168,0
kkst402260392,0
kkst504993224,0
kkst562754094,0
kkst320271415,0
kkst1651386891,0
kkst498579279,0
kkst1739844038,0
kkst704428755,0
kkst801999672,0
kkst217613526,0
kkst1430951728,0
kkst1691149975,0
kkst1038696202,0
kkst1253499790,0
kkst416971159,0
kkst1533198935,0
kkst489165195,0
kkst213528434,0
kkst1386514956,0
kkst1755047993,0
kkst1712796961,0
kkst767249575,0
kkst585996544,0
kkst1436462479,0
kkst1328264069,0
kkst392522215,0
kkst2106952120,0
kkst1495355984,0
kkst487768790,0
kkst2133914333,0
kkst231209689,0
kkst342108061,0
kkst359968429,0
kkst1577605855,0
kkst816696343,0
kkst471098166,0
kkst1908107469,0
kkst1518590983,0
kkst244965866,0
kkst1299558138,0
kkst400384826,0
kkst1562087792,0
kkst1519564503,0
kkst766819830,0
kkst1406539386,0
kkst351119138,0
kkst907754065,0
kkst117288255,0
kkst1700242668,0
kkst1141394071,0
kkst1868967167,0
kkst720828379,0
kkst1102867126,0
kkst1403288266,0
kkst1186259355,0
kkst374470299,0
kkst1416530374,0
kkst1493769856,0
kkst591451647,0
kkst740146458,0
kkst335536374,0
kkst1787665138,0
kkst988110952,0
kkst652606508,0
kkst1224002188,0
kkst1657186786,0
kkst477849669,0
kkst183973060,0
kkst688290257,0
kkst1169936444,0
kkst2043423401,0
kkst1359838427,0
kkst1381779917,0
kkst1122661602,0
kkst1144700045,0
kkst756566423,0
kkst1803732106,0
kkst6583246,0
kkst1893733888,0
kkst554095855,0
kkst700566045,0
kkst1174485054,0
kkst1469617209,0
kkst825292118,0
kkst613995342,0
kkst523825148,0
kkst1880302664,0
kkst239747591,0
kkst1428924480,0
kkst333499088,0
kkst772503533,0
kkst1649755959,0
kkst1847144592,0
kkst2070287626,0
kkst1318412412,0
kkst1557946704,0
kkst1044578139,0
kkst235459739,0
kkst776737905,0
kkst1163743976,0
kkst1146171679,0
kkst817565385,0
kkst387014742,0
kkst1497470719,0
kkst391505252,0
kkst1151738102,0
kkst1831078837,0
kkst286168931,0
kkst1881270474,0
kkst1962317727,0
kkst1477610274,0
kkst454700866,0
kkst748487025,0
kkst737890094,0
kkst1271061355,0
kkst1096977854,0
kkst1094070847,0
kkst239626272,0
kkst856756363,0
kkst672544600,0
kkst1682968575,0
kkst2047420289,0
kkst81035720,0
kkst420364095,0
kkst511526809,0
kkst436358934,0
kkst42134953,0
kkst194844706,0
kkst1503016416,0
kkst724103860,0
kkst1833431792,0
kkst1233114842,0
kkst1244422512,0
kkst136868520,0
kkst2012855311,0
kkst1638012970,0
kkst567104080,0
kkst1495564711,0
kkst1112948397,0
kkst1428454834,0
kkst1604255247,0
kkst1885065632,0
kkst2039754201,0
kkst1248392904,0
kkst999297914,0
kkst714148596,0
kkst242017988,0
kkst1253845970,0
kkst632369959,0
kkst1300627286,0
kkst1002965096,0
kkst639372931,0
kkst2114606518,0
kkst1488387142,0
kkst1475319637,0
kkst1725953732,0
kkst2052092929,0
kkst1416797221,0
kkst707845223,0
kkst2041930507,0
kkst987286895,0
kkst408907189,0
kkst757732719,0
kkst2087992738,0
kkst1330700166,0
kkst469181858,0
kkst18882867,0
kkst1941598767,0
kkst206374121,0
kkst2121336146,0
kkst568117989,0
kkst328022383,0
kkst165399408,0
kkst352956714,0
kkst1544336541,0
kkst420647425,0
kkst387690055,0
kkst885445724,0
kkst1271094627,0
kkst838922469,0
kkst2002979931,0
kkst1141729100,0
kkst329944664,0
kkst1693250724,0
kkst1821485184,0
kkst167952957,0
kkst1144961402,0
kkst889234753,0
kkst1391916022,0
kkst458817698,0
kkst281108294,0
kkst19390344,0
kkst2053733678,0
kkst1849100395,0
kkst780814984,0
kkst846411510,0
kkst1622845005,0
kkst1058934907,0
kkst1029725321,0
kkst362556944,0
kkst1356284255,0
kkst1810950833,0
kkst622655588,0
kkst493824365,0
kkst1606048184,0
kkst2021231180,0
kkst1607145385,0
kkst115607600,0
kkst464605056,0
kkst1637170494,0
kkst1098739257,0
kkst109435269,0
kkst311165992,0
kkst707190789,0
kkst1701852144,0
kkst857466995,0
kkst415493677,0
kkst961887962,0
kkst604635265,0
kkst216901811,0
kkst1399154236,0
kkst98557565,0
kkst1839911266,0
kkst1853136422,0
kkst2083546799,0
kkst1220787196,0
kkst877054057,0
kkst1508096376,0
kkst1626564604,0
kkst1200533598,0
kkst96143003,0
kkst1722250115,0
kkst1457756528,0
kkst1372524826,0
kkst725583681,0
kkst182746878,0
kkst1424698430,0
kkst2127146297,0
kkst1870338183,0
kkst2050909244,0
kkst869385933,0
kkst2065076701,0
kkst1316430091,0
kkst1886837296,0
kkst684639087,0
kkst1201031455,0
kkst469763065,0
kkst749903437,0
kkst1616515270,0
kkst181726769,0
kkst153192013,0
kkst1721492696,0
kkst214601592,0
kkst1650145504,0
kkst1723766403,0
kkst398526855,0
kkst967560206,0
kkst2121226804,0
kkst454128412,0
kkst2098273627,0
kkst1618986445,0
kkst13766751,0
kkst953039779,0
kkst671487402,0
kkst366540209,0
kkst717794169,0
kkst793439506,0
kkst1001600663,0
kkst2092596729,0
kkst613635449,0
kkst1124930872,0
kkst1778071991,0
kkst628368561,0
kkst1320324785,0
kkst724167734,0
kkst533228258,0
kkst92661625,0
kkst1070918638,0
kkst71726771,0
kkst861425931,0
kkst1904863743,0
kkst1409865809,0
kkst382532701,0
kkst505969351,0
kkst273243339,0
kkst577646448,0
kkst1792585011,0
kkst286455912,0
kkst144515436,0
kkst1493908140,0
kkst1387159279,0
kkst1014738284,0
kkst946935173,0
kkst1601465491,0
kkst1396167032,0
kkst1092085637,0
kkst603263173,0
kkst2088489371,0
kkst919436228,0
kkst2001223520,0
kkst837217433,0
kkst1275215929,0
kkst1748224626,0
kkst582253805,0
kkst1195444260,0
kkst671743485,0
kkst1901423032,0
kkst174233422,0
kkst209618495,0
kkst127039583,0
kkst453412381,0
kkst531534847,0
kkst447420270,0
kkst1885753769,0
kkst962930816,0
kkst1299562938,0
kkst1822504771,0
kkst184744485,0
kkst980982747,0
kkst909896187,0
kkst1610363188,0
kkst1553956435,0
kkst268188970,0
kkst297846769,0
kkst1844972760,0
kkst1858336207,0
kkst1105097948,0
kkst565741860,0
kkst1806758654,0
kkst912469323,0
kkst60184218,0
kkst1758493299,0
kkst1599088543,0
kkst1704594516,0
kkst1161607459,0
kkst868890138,0
kkst1643250932,0
kkst527073476,0
kkst1125992761,0
kkst1146474667,0
kkst1343494619,0
kkst1123290125,0
kkst863275458,0
kkst1250680406,0
kkst1706746427,0
kkst1073325609,0
kkst248694423,0
kkst1087268345,0
kkst1285143575,0
kkst1881326691,0
kkst1640487797,0
kkst1159295716,0
kkst1430483779,0
kkst1919001608,0
kkst1889098555,0
kkst295096141,0
kkst890442924,0
kkst1751891390,0
kkst2147199811,0
kkst427062886,0
kkst1281378972,0
kkst793769366,0
kkst1795026527,0
kkst1704074459,0
kkst1757134533,0
kkst1939977261,0
kkst993676067,0
kkst294833499,0
kkst1548784254,0
